"id" "species" "tot_photo" "nederNaam" "group" "family"
"1813" "Pempeliella ornatella" "0" "tijmlichtmot" "micro" "Pyralidae"
"1814" "Pennisetia hylaeiformis" "134" "frambozenglasvlinder" "macro" "Sesiidae"
"1815" "Pennithera firmata" "442" "hoekbanddennenspanner" "macro" "Geometridae"
"1816" "Perconia strigillaria" "452" "gestreepte bremspanner" "macro" "Geometridae"
"1817" "Peribatodes rhomboidaria" "900" "taxusspikkelspanner" "macro" "Geometridae"
"1818" "Peribatodes secundaria" "592" "geveerde spikkelspanner" "macro" "Geometridae"
"1819" "Periclepsis cinctana" "0" "prinsesbladroller" "micro" "Tortricidae"
"1820" "Peridea anceps" "942" "eikentandvlinder" "macro" "Notodontidae"
"1821" "Peridroma saucia" "294" "blauwvleugeluil" "macro" "Noctuidae"
"1822" "Periphanes delphinii" "0" "ridderspooruil" "macro" "Noctuidae"
"1823" "Perittia farinella" "0" "grasgeestje" "micro" "Elachistidae"
"1824" "Perittia obscurepunctella" "0" "kamperfoeliemineermot" "micro" "Elachistidae"
"1825" "Perizoma affinitata" "91" "koekoeksbloemspanner" "macro" "Geometridae"
"1826" "Perizoma albulata" "847" "ratelaarspanner" "macro" "Geometridae"
"1827" "Perizoma alchemillata" "966" "hennepnetelspanner" "macro" "Geometridae"
"1828" "Perizoma bifaciata" "52" "donkere ogentroostspanner" "macro" "Geometridae"
"1829" "Perizoma blandiata" "0" "ogentroostspanner" "macro" "Geometridae"
"1830" "Perizoma flavofasciata" "759" "silenespanner" "macro" "Geometridae"
"1831" "Petrophora chlorosata" "834" "varenspanner" "macro" "Geometridae"
"1832" "Pexicopia malvella" "0" "heemstzaadmot" "micro" "Gelechiidae"
"1833" "Phalacropterix graslinella" "0" "veenheidezakdrager" "micro" "Psychidae"
"1834" "Phalera bucephala" "740" "wapendrager" "macro" "Notodontidae"
"1835" "Phalonidia affinitana" "0" "zultebladroller" "micro" "Tortricidae"
"1836" "Phalonidia curvistrigana" "0" "guldenroedebladroller" "micro" "Tortricidae"
"1837" "Phalonidia gilvicomana" "0" "gemaskerde bladroller" "micro" "Tortricidae"
"1838" "Phalonidia manniana" "0" "muntbladroller" "micro" "Tortricidae"
"1839" "Phalonidia udana" "0" "wederikbladroller" "micro" "Tortricidae"
"1840" "Pharmacis fusconebulosa" "27" NA NA NA
"1841" "Pharmacis lupulina" "721" "slawortelboorder" "macro" "Hepialidae"
"1842" "Phaulernis dentella" "0" "grijze borstelmot" "micro" "Epermeniidae"
"1843" "Phaulernis fulviguttella" "0" "gevlekte borstelmot" "micro" "Epermeniidae"
"1844" "Pheosia gnoma" "1005" "berkenbrandvlerkvlinder" "macro" "Notodontidae"
"1845" "Pheosia tremula" "986" "brandvlerkvlinder" "macro" "Notodontidae"
"1846" "Phiaris bipunctana" "0" "tweepuntige lijnbladroller" "micro" "Tortricidae"
"1847" "Phiaris micana" "0" "roestlijnbladroller" "micro" "Tortricidae"
"1848" "Phiaris palustrana" "0" "vosrode lijnbladroller" "micro" "Tortricidae"
"1849" "Phiaris schulziana" "0" "granietbladroller" "micro" "Tortricidae"
"1850" "Phiaris umbrosana" "0" "kalklijnbladroller" "micro" "Tortricidae"
"1851" "Phibalapteryx virgata" "228" "echt-walstrospanner" "macro" "Geometridae"
"1852" "Phigalia pilosaria" "884" "perentak" "macro" "Geometridae"
"1853" "Philedone gerningana" "0" "klokbladroller" "micro" "Tortricidae"
"1854" "Philereme transversata" "302" "wegedoornspanner" "macro" "Geometridae"
"1855" "Philereme vetulata" "414" "sporkehoutspanner" "macro" "Geometridae"
"1856" "Phlogophora meticulosa" "924" "agaatvlinder" "macro" "Noctuidae"
"1857" "Photedes extrema" "207" "vale duinrietboorder" "macro" "Noctuidae"
"1858" "Photedes fluxa" "133" "gele duinrietboorder" "macro" "Noctuidae"
"1859" "Photedes minima" "48" "bochtige smele-uil" "macro" "Noctuidae"
"1860" "Phragmataecia castaneae" "428" "rietluipaard" "macro" "Cossidae"
"1861" "Phragmatiphila nexa" "22" "liesgrasboorder" "macro" "Noctuidae"
"1862" "Phragmatobia fuliginosa" "949" "kleine beer" "macro" "Erebidae"
"1863" "Phtheochroa inopiana" "0" "dof smalsnuitje" "micro" "Tortricidae"
"1864" "Phtheochroa rugosana" "0" "schimmelbladroller" "micro" "Tortricidae"
"1865" "Phtheochroa schreibersiana" "0" "tweekleurig smalsnuitje" "micro" "Tortricidae"
"1866" "Phtheochroa sodaliana" "0" "bont smalsnuitje" "micro" "Tortricidae"
"1867" "Phthorimaea operculella" "0" "aardappelmot" "micro" "Gelechiidae"
"1868" "Phycita roborella" "0" "eikenlichtmot" "micro" "Pyralidae"
"1869" "Phycitodes albatella" "0" "grootvlekweidemot" "micro" "Pyralidae"
"1870" "Phycitodes binaevella" "0" "weidemot" "micro" "Pyralidae"
"1871" "Phycitodes inquinatella" "0" "fraaie weidemot" "micro" "Pyralidae"
"1872" "Phycitodes maritima" "0" "smalle weidemot" "micro" "Pyralidae"
"1873" "Phycitodes saxicola" "0" "kustweidemot" "micro" "Pyralidae"
"1874" "Phyllocnistis asiatica" "0" "" "micro" "Gracillariidae"
"1875" "Phyllocnistis citrella" "0" "citrusmineermot" "micro" "Gracillariidae"
"1876" "Phyllocnistis extrematrix" "0" "peppeltwijgmineermot" "micro" "Gracillariidae"
"1877" "Phyllocnistis saligna" "0" "wilgenslakkenspoormot" "micro" "Gracillariidae"
"1878" "Phyllocnistis unipunctella" "0" "eenstipslakkenspoormot" "micro" "Gracillariidae"
"1879" "Phyllocnistis valentinensis" "0" "geel-slakkenspoormot" "micro" "Gracillariidae"
"1880" "Phyllocnistis xenia" "0" "printplaatmot" "micro" "Gracillariidae"
"1881" "Phyllodesma ilicifolia" "4" "hulstblad" "macro" "Lasiocampidae"
"1882" "Phyllodesma tremulifolia" "198" "espenblad" "macro" "Lasiocampidae"
"1883" "Phyllonorycter acerifoliella" "0" "spaanse aakvouwmot" "micro" "Gracillariidae"
"1884" "Phyllonorycter anderidae" "0" "berkenopslagvouwmot" "micro" "Gracillariidae"
"1885" "Phyllonorycter apparella" "0" "" "micro" "Gracillariidae"
"1886" "Phyllonorycter blancardella" "0" "appelvouwmot" "micro" "Gracillariidae"
"1887" "Phyllonorycter cavella" "0" "grote berkenvouwmot" "micro" "Gracillariidae"
"1888" "Phyllonorycter cerasicolella" "0" "kersenvouwmot" "micro" "Gracillariidae"
"1889" "Phyllonorycter comparella" "0" "abeelvouwmot" "micro" "Gracillariidae"
"1890" "Phyllonorycter connexella" "0" "gouden populierenvouwmot" "micro" "Gracillariidae"
"1891" "Phyllonorycter coryli" "0" "hazelaarblaasmot" "micro" "Gracillariidae"
"1892" "Phyllonorycter corylifoliella" "0" "vruchtboomvouwmot" "micro" "Gracillariidae"
"1893" "Phyllonorycter dubitella" "0" "boswilgvouwmot" "micro" "Gracillariidae"
"1894" "Phyllonorycter emberizaepenella" "0" "kamperfoelievouwmot" "micro" "Gracillariidae"
"1895" "Phyllonorycter esperella" "0" "haagbeukblaasmijnmot" "micro" "Gracillariidae"
"1896" "Phyllonorycter froelichiella" "0" "oranje elzenvouwmot" "micro" "Gracillariidae"
"1897" "Phyllonorycter geniculella" "0" "gewone-esdoornvouwmot" "micro" "Gracillariidae"
"1898" "Phyllonorycter harrisella" "0" "witte eikenvouwmot" "micro" "Gracillariidae"
"1899" "Phyllonorycter heegeriella" "0" "gestreepte eikenvouwmot" "micro" "Gracillariidae"
"1900" "Phyllonorycter hilarella" "0" "gebandeerde wilgenvouwmot" "micro" "Gracillariidae"
"1901" "Phyllonorycter insignitella" "0" "klavervouwmot" "micro" "Gracillariidae"
"1902" "Phyllonorycter issikii" "0" "lindevouwmot" "micro" "Gracillariidae"
"1903" "Phyllonorycter joannisi" "0" "noorse esdoornvouwmot" "micro" "Gracillariidae"
"1904" "Phyllonorycter junoniella" "0" "vossenbesvouwmot" "micro" "Gracillariidae"
"1905" "Phyllonorycter klemannella" "0" "goudrugelzenvouwmot" "micro" "Gracillariidae"
"1906" "Phyllonorycter kuhlweiniella" "0" "gezaagde eikenvouwmot" "micro" "Gracillariidae"
"1907" "Phyllonorycter lantanella" "0" "sneeuwbalvouwmot" "micro" "Gracillariidae"
"1908" "Phyllonorycter lautella" "0" "prachteikenvouwmot" "micro" "Gracillariidae"
"1909" "Phyllonorycter leucographella" "0" "vuurdoornvouwmot" "micro" "Gracillariidae"
"1910" "Phyllonorycter maestingella" "0" "beukenvouwmot" "micro" "Gracillariidae"
"1911" "Phyllonorycter medicaginella" "0" "honingklavervouwmot" "micro" "Gracillariidae"
"1912" "Phyllonorycter mespilella" "0" "perenvouwmot" "micro" "Gracillariidae"
"1913" "Phyllonorycter messaniella" "0" "veelvraatvouwmot" "micro" "Gracillariidae"
"1914" "Phyllonorycter muelleriella" "0" "gevlekte eikenvouwmot" "micro" "Gracillariidae"
"1915" "Phyllonorycter nicellii" "0" "hazelaarvouwmot" "micro" "Gracillariidae"
"1916" "Phyllonorycter oxyacanthae" "0" "meidoornvouwmot" "micro" "Gracillariidae"
"1917" "Phyllonorycter pastorella" "0" "late wilgenvouwmot" "micro" "Gracillariidae"
"1918" "Phyllonorycter platani" "0" "plataanvouwmot" "micro" "Gracillariidae"
"1919" "Phyllonorycter populifoliella" "0" "grijze populierenvouwmot" "micro" "Gracillariidae"
"1920" "Phyllonorycter quercifoliella" "0" "gewone eikenvouwmot" "micro" "Gracillariidae"
"1921" "Phyllonorycter quinqueguttella" "0" "kruipwilgvouwmot" "micro" "Gracillariidae"
"1922" "Phyllonorycter rajella" "0" "gewone elzenvouwmot" "micro" "Gracillariidae"
"1923" "Phyllonorycter roboris" "0" "bonte eikenvouwmot" "micro" "Gracillariidae"
"1924" "Phyllonorycter sagitella" "0" "rode espenvouwmot" "micro" "Gracillariidae"
"1925" "Phyllonorycter salicicolella" "0" "wilgenvouwmot" "micro" "Gracillariidae"
"1926" "Phyllonorycter salictella" "0" "witstreepwilgenvouwmot" "micro" "Gracillariidae"
"1927" "Phyllonorycter scabiosella" "0" "duifkruidmineermot" "micro" "Gracillariidae"
"1928" "Phyllonorycter schreberella" "0" "fraaie iepenvouwmot" "micro" "Gracillariidae"
"1929" "Phyllonorycter scopariella" "0" "bremstengelvouwmot" "micro" "Gracillariidae"
"1930" "Phyllonorycter sorbi" "0" "lijsterbesvouwmot" "micro" "Gracillariidae"
"1931" "Phyllonorycter spinicolella" "0" "sleedoornvouwmot" "micro" "Gracillariidae"
"1932" "Phyllonorycter stettinensis" "0" "elzenblaasmijnmot" "micro" "Gracillariidae"
"1933" "Phyllonorycter strigulatella" "0" "fraaie elzenvouwmot" "micro" "Gracillariidae"
"1934" "Phyllonorycter tenerella" "0" "haagbeukvouwmot" "micro" "Gracillariidae"
"1935" "Phyllonorycter trifasciella" "0" "oranje kamperfoelievouwmot" "micro" "Gracillariidae"
"1936" "Phyllonorycter tristrigella" "0" "geelkopiepenvouwmot" "micro" "Gracillariidae"
"1937" "Phyllonorycter ulmifoliella" "0" "berkenvouwmot" "micro" "Gracillariidae"
"1938" "Phyllonorycter viminetorum" "0" "grauwe wilgenvouwmot" "micro" "Gracillariidae"
"1939" "Phylloporia bistrigella" "0" "bandwitvlekmot" "micro" "Incurvariidae"
"1940" "Phymatopus hecta" "358" "heidewortelboorder" "macro" "Hepialidae"
"1941" "Phytometra viridaria" "141" "purperuiltje" "macro" "Erebidae"
"1942" "Pima boisduvaliella" "0" "kraslijnmot" "micro" "Pyralidae"
"1943" "Piniphila bifasciana" "0" "tweebandbladroller" "micro" "Tortricidae"
"1944" "Plagodis dolabraria" "477" "lindeknotsvlinder" "macro" "Geometridae"
"1945" "Plagodis pulveraria" "122" "geelbruine bandspanner" "macro" "Geometridae"
"1946" "Platyedra subcinerea" "0" "kaasjeskruidmot" "micro" "Gelechiidae"
"1947" "Platyptilia calodactyla" "0" "guldenroedevedermot" "micro" "Pterophoridae"
"1948" "Platyptilia gonodactyla" "0" "hoefbladvedermot" "micro" "Pterophoridae"
"1949" "Platyptilia isodactylus" "0" "kruiskruidvedermot" "micro" "Pterophoridae"
"1950" "Platyptilia nemoralis" "0" "moeraskruiskruidvedermot" "micro" "Pterophoridae"
"1951" "Platytes alpinella" "0" "baardsnuitmot" "micro" "Crambidae"
"1952" "Platytes cerussella" "0" "v-baardsnuitmot" "micro" "Crambidae"
"1953" "Plemyria rubiginata" "851" "blauwrandspanner" "macro" "Geometridae"
"1954" "Pleurota bicostella" "0" "gemsmot" "micro" "Oecophoridae"
"1955" "Plodia interpunctella" "0" "indische meelmot" "micro" "Pyralidae"
"1956" "Plusia festucae" "925" "goudvenstertje" "macro" "Noctuidae"
"1957" "Plusia putnami" "217" "moerasgoudvenstertje" "macro" "Noctuidae"
"1958" "Plutella porrectella" "0" "gemarmerd koolmotje" "micro" "Plutellidae"
"1959" "Plutella xylostella" "0" "koolmotje" "micro" "Plutellidae"
"1960" "Poecilocampa populi" "886" "zwarte herfstspinner" "macro" "Lasiocampidae"
"1961" "Polia bombycina" "37" "bruine heide-uil" "macro" "Noctuidae"
"1962" "Polia hepatica" "27" "gerande marmeruil" "macro" "Noctuidae"
"1963" "Polia nebulosa" "389" "marmeruil" "macro" "Noctuidae"
"1964" "Polychrysia moneta" "45" "gelduil" "macro" "Noctuidae"
"1965" "Polymixis flavicincta" "99" "gele granietuil" "macro" "Noctuidae"
"1966" "Polymixis lichenea" "591" "kustuil" "macro" "Noctuidae"
"1967" "Polyphaenis sericata" "6" "groene geelvleugeluil" "macro" "Noctuidae"
"1968" "Polyploca ridens" "895" "groenige orvlinder" "macro" "Drepanidae"
"1969" "Polypogon tentacularia" "0" "zoensnuituil" "macro" "Erebidae"
"1970" "Porrittia galactodactyla" "0" "duinvedermot" "micro" "Pterophoridae"
"1971" "Povolnya leucapennella" "0" "fijngevlekte eikensteltmot" "micro" "Gracillariidae"
"1972" "Prays citri" "0" "citrusmot" "micro" "Praydidae"
"1973" "Prays fraxinella" "0" "essenmot" "micro" "Praydidae"
"1974" "Prays ruficeps" "0" "bruine essenmot" "micro" "Praydidae"
"1975" "Pristerognatha fuligana" "0" "springzaadbladroller" "micro" "Tortricidae"
"1976" "Pristerognatha penthinana" "0" "lichte springzaadbladroller" "micro" "Tortricidae"
"1977" "Prochoreutis myllerana" "0" "glidkruidmot" "micro" "Choreutidae"
"1978" "Prochoreutis sehestediana" "0" "zuidelijke glidkruidmot" "micro" "Choreutidae"
"1979" "Prolita sexpunctella" "0" "brede zesvlekpalpmot" "micro" "Gelechiidae"
"1980" "Prolita solutella" "0" "zesvlekpalpmot" "micro" "Gelechiidae"
"1981" "Proserpinus proserpina" "136" "teunisbloempijlstaart" "macro" "Sphingidae"
"1982" "Protarchanara brevilinea" "66" "stippelrietboorder" "macro" "Noctuidae"
"1983" "Protolampra sobrina" "0" "moerasheide-aarduil" "macro" "Noctuidae"
"1984" "Protoschinia scutosa" "5" "bonte daguil" "macro" "Noctuidae"
"1985" "Proutia betulina" "0" "sierlijke zakdrager" "micro" "Psychidae"
"1986" "Psammotis pulveralis" "0" "wolfspootlichtmot" "micro" "Crambidae"
"1987" "Pselnophorus heterodactyla" "0" "bruine vedermot" "micro" "Pterophoridae"
"1988" "Pseudargyrotoza conwagana" "0" "zilvervlekbladroller" "micro" "Tortricidae"
"1989" "Pseudatemelia flavifrontella" "0" "vroege zaksikkelmot" "micro" "Lypusidae"
"1990" "Pseudatemelia josephinae" "0" "zomerzaksikkelmot" "micro" "Lypusidae"
"1991" "Pseudatemelia latipennella" "0" "oostelijke zaksikkelmot" "micro" "Lypusidae"
"1992" "Pseudatemelia subochreella" "0" "gele zaksikkelmot" "micro" "Lypusidae"
"1993" "Pseudeustrotia candidula" "3" "glanzende marmeruil" "macro" "Noctuidae"
"1994" "Pseudococcyx posticana" "0" "grijze dennenknopmot" "micro" "Tortricidae"
"1995" "Pseudococcyx tessulatana" "0" "cipresbladroller" "micro" "Tortricidae"
"1996" "Pseudococcyx turionella" "0" "gewone dennenknopmot" "micro" "Tortricidae"
"1997" "Pseudohermenias abietana" "0" "sparrenbladroller" "micro" "Tortricidae"
"1998" "Pseudoips prasinana" "935" "zilveren groenuil" "macro" "Nolidae"
"1999" "Pseudopanthera macularia" "271" "boterbloempje" "macro" "Geometridae"
"2000" "Pseudopostega auritella" "0" "wolfspootoogklepmot" "micro" "Opostegidae"
"2001" "Pseudopostega crepusculella" "0" "muntoogklepmot" "micro" "Opostegidae"
"2002" "Pseudosciaphila branderiana" "0" "grote populierenbladroller" "micro" "Tortricidae"
"2003" "Pseudoswammerdamia combinella" "0" "rode duifmot" "micro" "Yponomeutidae"
"2004" "Pseudotelphusa paripunctella" "0" "stipjespalpmot" "micro" "Gelechiidae"
"2005" "Pseudotelphusa scalella" "0" "pronkpalpmot" "micro" "Gelechiidae"
"2006" "Pseudoterpna pruinata" "86" "grijsgroene zomervlinder" "macro" "Geometridae"
"2007" "Psoricoptera gibbosella" "0" "eikenborsteltje" "micro" "Gelechiidae"
"2008" "Psyche casta" "0" "gewone zakdrager" "micro" "Psychidae"
"2009" "Psyche crassiorella" "0" "hooglandzakdrager" "micro" "Psychidae"
"2010" "Psychoides filicivora" "0" "" "micro" "Tineidae"
"2011" "Psychoides verhuella" "0" "tongvarenvretertje" "micro" "Tineidae"
"2012" "Pterapherapteryx sexalata" "783" "kleine blokspanner" "macro" "Geometridae"
"2013" "Pterophorus pentadactyla" "0" "sneeuwwitte vedermot" "micro" "Pterophoridae"
"2014" "Pterostoma palpina" "945" "snuitvlinder" "macro" "Notodontidae"
"2015" "Ptilocephala plumifera" "0" "pluimzakdrager" "micro" "Psychidae"
"2016" "Ptilodon capucina" "951" "kroonvogeltje" "macro" "Notodontidae"
"2017" "Ptilodon cucullina" "81" "esdoorntandvlinder" "macro" "Notodontidae"
"2018" "Ptilophora plumigera" "0" "pluimspinner" "macro" "Notodontidae"
"2019" "Ptocheuusa paupella" "0" "alantpalpmot" "micro" "Gelechiidae"
"2020" "Ptycholoma lecheana" "0" "koraalbladroller" "micro" "Tortricidae"
"2021" "Ptycholomoides aeriferana" "0" "ravenbladroller" "micro" "Tortricidae"
"2022" "Pungeleria capreolaria" "122" "dennenbandspanner" "macro" "Geometridae"
"2023" "Pyralis farinalis" "0" "grote meelmot" "micro" "Pyralidae"
"2024" "Pyralis pictalis" "0" "fraaie meelmot" "micro" "Pyralidae"
"2025" "Pyrausta aurata" "0" "muntvlinder" "micro" "Crambidae"
"2026" "Pyrausta cingulata" "0" "zwartwitte tijmmot" "micro" "Crambidae"
"2027" "Pyrausta despicata" "0" "weegbreemot" "micro" "Crambidae"
"2028" "Pyrausta nigrata" "0" "stiptijmmot" "micro" "Crambidae"
"2029" "Pyrausta ostrinalis" "0" "duinmuntvlinder" "micro" "Crambidae"
"2030" "Pyrausta porphyralis" "0" "roestkleurige muntvlinder" "micro" "Crambidae"
"2031" "Pyrausta purpuralis" "0" "purpermot" "micro" "Crambidae"
"2032" "Pyrausta sanguinalis" "0" "mijtermot" "micro" "Crambidae"
"2033" "Pyrrhia umbra" "306" "oranje o-vlinder" "macro" "Noctuidae"
"2034" "Rebelia herrichiella" "0" "ronde zakdrager" "micro" "Psychidae"
"2035" "Recurvaria leucatella" "0" "gordelpalpmot" "micro" "Gelechiidae"
"2036" "Recurvaria nanella" "0" "fruitpalpmot" "micro" "Gelechiidae"
"2037" "Reisseronia tarnierella" "0" "dwergzakdrager" "micro" "Psychidae"
"2038" "Retinia perangustana" "0" "larikskegelmot" "micro" "Tortricidae"
"2039" "Retinia resinella" "0" "harsbuilmot" "micro" "Tortricidae"
"2040" "Rhagades pruni" "350" "bruine metaalvlinder" "macro" "Zygaenidae"
"2041" "Rheumaptera hastata" "93" "speerpuntspanner" "macro" "Geometridae"
"2042" "Rheumaptera subhastata" "0" "kleine speerpuntspanner" "macro" "Geometridae"
"2043" "Rhizedra lutosa" "979" "herfst-rietboorder" "macro" "Noctuidae"
"2044" "Rhodometra sacraria" "284" "roodstreepspanner" "macro" "Geometridae"
"2045" "Rhodophaea formosa" "0" "veelkleurige lichtmot" "micro" "Pyralidae"
"2046" "Rhodostrophia vibicaria" "354" "paarsbandspanner" "macro" "Geometridae"
"2047" "Rhopobota myrtillana" "0" "bosbesbladroller" "micro" "Tortricidae"
"2048" "Rhopobota naevana" "0" "topspinnertje" "micro" "Tortricidae"
"2049" "Rhopobota stagnana" "0" "duifkruidbladroller" "micro" "Tortricidae"
"2050" "Rhopobota ustomaculana" "0" "prachtbosbesbladroller" "micro" "Tortricidae"
"2051" "Rhyacia lucipeta" "0" "grote bruine grasuil" "macro" "Noctuidae"
"2052" "Rhyacia simulans" "199" "bruine grasuil" "macro" "Noctuidae"
"2053" "Rhyacionia buoliana" "0" "gewone dennenlotboorder" "micro" "Tortricidae"
"2054" "Rhyacionia duplana" "0" "rechte dennenlotboorder" "micro" "Tortricidae"
"2055" "Rhyacionia pinicolana" "0" "rode dennenlotboorder" "micro" "Tortricidae"
"2056" "Rhyacionia pinivorana" "0" "grijze dennenlotboorder" "micro" "Tortricidae"
"2057" "Rivula sericealis" "965" "stro-uiltje" "macro" "Erebidae"
"2058" "Roeslerstammia erxlebella" "0" "bronsmot" "micro" "Roeslerstammiidae"
"2059" "Sabra harpagula" "0" "linde-eenstaart" "macro" "Drepanidae"
"2060" "Salebriopsis albicilla" "0" "geelkoplichtmot" "micro" "Pyralidae"
"2061" "Saturnia pavonia" "537" "nachtpauwoog" "macro" "Saturniidae"
"2062" "Saturnia pyri" "0" "grote nachtpauwoog" "macro" "Saturniidae"
"2063" "Schiffermuelleria schaefferella" "0" "zilverstraalmot" "micro" "Oecophoridae"
"2064" "Schoenobius gigantella" "0" "rietsnuitmot" "micro" "Crambidae"
"2065" "Schrankia costaestrigalis" "943" "gepijlde micro-uil" "macro" "Erebidae"
"2066" "Schrankia taenialis" "7" "gelijnde micro-uil" "macro" "Erebidae"
"2067" "Schreckensteinia festaliella" "0" "gevorkte mot" "micro" "Schreckensteiniidae"
"2068" "Sciota adelphella" "0" "bandlichtmot" "micro" "Pyralidae"
"2069" "Sciota hostilis" "0" "grijze bandlichtmot" "micro" "Pyralidae"
"2070" "Sciota rhenella" "0" "oranje bandlichtmot" "micro" "Pyralidae"
"2071" "Sclerocona acutella" "0" "mantelmot" "micro" "Crambidae"
"2072" "Scoliopteryx libatrix" "843" "roesje" "macro" "Erebidae"
"2073" "Scoparia ambigualis" "0" "vroege granietmot" "micro" "Crambidae"
"2074" "Scoparia basistrigalis" "0" "scherpe granietmot" "micro" "Crambidae"
"2075" "Scoparia pyralella" "0" "oranje granietmot" "micro" "Crambidae"
"2076" "Scoparia subfusca" "0" "bitterkruidgranietmot" "micro" "Crambidae"
"2077" "Scopula corrivalaria" "0" "moerasstipspanner" "macro" "Geometridae"
"2078" "Scopula decorata" "0" "tijmstipspanner" "macro" "Geometridae"
"2079" "Scopula emutaria" "170" "witroze stipspanner" "macro" "Geometridae"
"2080" "Scopula floslactata" "542" "roomkleurige stipspanner" "macro" "Geometridae"
"2081" "Scopula imitaria" "522" "ligusterstipspanner" "macro" "Geometridae"
"2082" "Scopula immorata" "0" "donkere prachtstipspanner" "macro" "Geometridae"
"2083" "Scopula immutata" "915" "bosspanner" "macro" "Geometridae"
"2084" "Scopula marginepunctata" "475" "prachtstipspanner" "macro" "Geometridae"
"2085" "Scopula nigropunctata" "299" "zwartstipspanner" "macro" "Geometridae"
"2086" "Scopula ornata" "369" "kantstipspanner" "macro" "Geometridae"
"2087" "Scopula rubiginata" "309" "purperen stipspanner" "macro" "Geometridae"
"2088" "Scopula ternata" "12" "crème stipspanner" "macro" "Geometridae"
"2089" "Scopula umbelaria" "0" "zoomstipspanner" "macro" "Geometridae"
"2090" "Scotopteryx bipunctaria" "0" "klaverbandspanner" "macro" "Geometridae"
"2091" "Scotopteryx chenopodiata" "284" "bruinbandspanner" "macro" "Geometridae"
"2092" "Scotopteryx coarctaria" "0" "gelijnde bruinbandspanner" "macro" "Geometridae"
"2093" "Scotopteryx luridata" "15" "late bremspanner" "macro" "Geometridae"
"2094" "Scotopteryx moeniata" "0" "tandbandspanner" "macro" "Geometridae"
"2095" "Scotopteryx mucronata" "9" "vroege bremspanner" "macro" "Geometridae"
"2096" "Scrobipalpa acuminatella" "0" "distelzandvleugeltje" "micro" "Gelechiidae"
"2097" "Scrobipalpa artemisiella" "0" "tijmzandvleugeltje" "micro" "Gelechiidae"
"2098" "Scrobipalpa atriplicella" "0" "ganzenvoetzandvleugeltje" "micro" "Gelechiidae"
"2099" "Scrobipalpa costella" "0" "vlekzandvleugeltje" "micro" "Gelechiidae"
"2100" "Scrobipalpa instabilella" "0" "variabel zandvleugeltje" "micro" "Gelechiidae"
"2101" "Scrobipalpa nitentella" "0" "kwelderzandvleugeltje" "micro" "Gelechiidae"
"2102" "Scrobipalpa obsoletella" "0" "meldezandvleugeltje" "micro" "Gelechiidae"
"2103" "Scrobipalpa ocellatella" "0" "bietzandvleugeltje" "micro" "Gelechiidae"
"2104" "Scrobipalpa proclivella" "0" "grijs zandvleugeltje" "micro" "Gelechiidae"
"2105" "Scrobipalpa salinella" "0" "zeekraalzandvleugeltje" "micro" "Gelechiidae"
"2106" "Scrobipalpa samadensis" "0" "schorzandvleugeltje" "micro" "Gelechiidae"
"2107" "Scrobipalpula tussilaginis" "0" "hoefbladpalpmot" "micro" "Gelechiidae"
"2108" "Scythris cicadella" "0" "gevlekte dikkopmot" "micro" "Scythrididae"
"2109" "Scythris dissimilella" "0" "zuidelijke dikkopmot" "micro" "Scythrididae"
"2110" "Scythris empetrella" "0" "eenstipdikkopmot" "micro" "Scythrididae"
"2111" "Scythris ericetella" "0" "vale heidedikkopmot" "micro" "Scythrididae"
"2112" "Scythris ericivorella" "0" "heidedikkopmot" "micro" "Scythrididae"
"2113" "Scythris inspersella" "0" "wilgenroosjesdikkopmot" "micro" "Scythrididae"
"2114" "Scythris knochella" "0" "streepdikkopmot" "micro" "Scythrididae"
"2115" "Scythris laminella" "0" "muizenoordikkopmot" "micro" "Scythrididae"
"2116" "Scythris limbella" "0" "lichte dikkopmot" "micro" "Scythrididae"
"2117" "Scythris picaepennis" "0" "goudspikkelige dikkopmot" "micro" "Scythrididae"
"2118" "Scythris potentillella" "0" "tijmdikkopmot" "micro" "Scythrididae"
"2119" "Scythris siccella" "0" "kustdikkopmot" "micro" "Scythrididae"
"2120" "Scythris tributella" "0" "zandkleurige dikkopmot" "micro" "Scythrididae"
"2121" "Scythropia crataegella" "0" "doornspinnertje" "micro" "Yponomeutidae"
"2122" "Sedina buettneri" "12" "moeraszeggeboorder" "macro" "Noctuidae"
"2123" "Selagia argyrella" "0" "goudlichtmot" "micro" "Pyralidae"
"2124" "Selagia spadicella" "0" "rode heidelichtmot" "micro" "Pyralidae"
"2125" "Selenia dentaria" "920" "herculesje" "macro" "Geometridae"
"2126" "Selenia lunularia" "257" "lindeherculesje" "macro" "Geometridae"
"2127" "Selenia tetralunaria" "921" "halvemaanvlinder" "macro" "Geometridae"
"2128" "Selidosema brunnearia" "55" "bruine heispanner" "macro" "Geometridae"
"2129" "Semioscopis avellanella" "0" "berkenplatlijf" "micro" "Elachistidae"
"2130" "Semioscopis oculella" "0" "sikkelplatlijf" "micro" "Elachistidae"
"2131" "Semioscopis steinkellneriana" "0" "meidoornplatlijf" "micro" "Elachistidae"
"2132" "Senta flammea" "129" "gevlamde rietuil" "macro" "Noctuidae"
"2133" "Sesia apiformis" "888" "hoornaarvlinder" "macro" "Sesiidae"
"2134" "Sesia bembeciformis" "97" "gekraagde wespvlinder" "macro" "Sesiidae"
"2135" "Setina irrorella" "2" "tijgerbeertje" "macro" "Erebidae"
